19;292491;MOELGG Manfred;1982;ITA;1;:02.06;(32);Fischer
28;293797;GROSS Stefano;1986;ITA;1;:02.07;(33);Voelkl
29;421860;NORDBOTTEN Jonathan;1989;NOR;1;:02.58;(34);Head
37;191459;LIZEROUX Julien;1979;FRA;1;:02.62;(35);Salomon
48;6531936;WINTERS Luke;1997;USA;1;:02.70;(36);Rossignol
32;60253;MARCHANT Armand;1997;BEL;1;:02.78;(37);Salomon
49;202584;RAUCHFUSS Julian;1994;GER;1;:03.09;(38);Rossignol
45;6532592;RITCHIE Benjamin;2000;USA;1;:03.19;(39);Dynastar
47;511983;AERNI Luca;1993;SUI;1;:03.23;(40);Fischer
43;6531063;GINNIS A.;1994;GRE;1;:03.58;(41);Fischer
55;390044;LAINE Tormis;2000;EST;1;:04.44;(42);Kaestle
51;6300464;KOYAMA Yohei;1998;JPN;1;:04.58;(43);Head
WED 6 JAN 2021 / Zagreb (CRO) / 0148________________________________________________________________________________________________________________________Page 1/2
Data Processing by LONGINES_____________________________________________www.fis-ski.com________________________________________________________LONGINES Timing
Generation date : WED 6 JAN 2021	Time : 16:28	Document: C73C 1.0
Race partners
<3880
Audi
FIS Ski World Cup
AUDI FIS SKI WORLD CUP 2020/21
Zagreb (CRO)
3rd Men's Slalom
OFFICIAL RESULTS
LONGINES
WED 6 JAN 2021
Start Time 15:30
Number of Competitors: 55, Number of NSAs: 19
Penalty applied: 0.00
Rank Bib
FIS
Code
Name
YB
NSA
Code
Run 1
Time Rank
Run 2
Time Rank
Total
Diff.
Race
Points
Ski
DID NOT FINISH RUN 1: 12 competitors
8;512182;MEILLARD Loic;1996;;SUI;;;;Rossignol
11;6293171;VINATZER Alex;;1999;ITA;;;;Nordica
22;53889;HIRSCHBUEHL Christian;;1990;AUT;;;;Rossignol
23;54348;PERTL Adrian;;1996;AUT;;;;Voelkl
25;6291430;MAURBERGER Simon;;1995;ITA;;;;Atomic
27;422729;BRAATHEN Lucas;;2000;NOR;;;;Atomic
36;92720;POPOV Albert;;1997;BUL;;;;Head
38;511899;ROCHAT Marc;;1992;SUI;;;;Nordica
39;6291631;LIBERATORE Federico;;1995;ITA;;;;Voelkl
46;151238;ZABYSTRAN Jan;;1998;CZE;;;;Atomic
50;6532163;SEYMOUR Jett;;1998;USA;;;;
54;104488;FOURNIER Simon;;1997;CAN;;;;Rossignol
Jury;;;;;;Technical Data;;;
FIS Technical Delegate;;RIZZO Giovanna;;ITA;;Course Name;;;Crveni Spust
Referee;;COUDER Emmanuel;;FIS;;Start Altitude;;;988m
Assistant Referee;;STAUFFER Thomas;;SUI;;Finish Altitude;;;768m
Chief of Race;;FLEISS Reno;;CRO;;Vertical Drop;;;220m
;;;;;;Homologation Number;;;11055/11/13
Race Information Run 1;;;;;;Race Information Run 2;;;
Course Setter;;THEOLIER Jacques;;ITA;;Course Setter;;KROISLEITNER Martin;AUT
Gates/Turning Gates;;76/75;;;;Gates/Turning Gates;;75/72;
Start Time;;12:15;;;;Start Time;;15:30;
Forerunners:;;;;;;;;;
Run 1:;;F1 - LJUTIC Tvrtko;CRO;F2;- KROTA Filip;;CRO;F3 - LJUTIC Zrinka;CRO
Run 2:;;F1 - LJUTIC Tvrtko;CRO;F2;- KROTA;Filip;CRO;F3 - LJUTIC Zrinka;CRO
Conditions on course:;;;;;;
Run 1;PARTLY CLOUDY;Snow:COMPACT;Temperature - Start:;0°C;Temperature - Finish:;1°C
Run 2;SUNNY;Snow:COMPACT;Temperature - Start:;0°C;Temperature - Finish:;1°C
Legend:
>	Competitor's overall time is more than 8% greater than winning time (see FIS rule §10.2)
YB	Year of Birth
WED 6 JAN 2021 / Zagreb (CRO) / 0148_______________________________________________________________________________________________________________________Page 2/2
Data Processing by LONGINES_____________________________________________www.fis-ski.com________________________________________________________LONGINES Timing
Generation date : WED 6 JAN 2021	Time : 16:28	Document: C73C 1.0
Race partners
